alias,categary_alias,categary_title,latitude,longitude,display_phone,,image_url,,location.address1,location.city,name,phone,price,rating,url
toyose-san-francisco-3,korean,Korean,37.75322,-122.50469,(415) 731-0232,,https://s3-media2.fl.yelpcdn.com/bphoto/MUzh18i8Lk8v-kSJnprWFw/o.jpg,,3814 Noriega St,San Francisco,Toyose,14157310232,$$,3.5,https://www.yelp.com/biz/toyose-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
millers-east-coast-deli-san-francisco,delis,Indian,37.79273,-122.42145,(415) 563-3542,,https://s3-media4.fl.yelpcdn.com/bphoto/dp0f0riyDlevyCG2hwKx-Q/o.jpg,,1725 Polk St,San Francisco,Miller's East Coast Deli,14155633542,$$,3.5,https://www.yelp.com/biz/millers-east-coast-deli-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
rooster-and-rice-san-francisco-4,chickenshop,Others,37.7979012,-122.4360554,(415) 776-3647,,https://s3-media1.fl.yelpcdn.com/bphoto/_yfVLKOsU7fYQJ_c_LBFPg/o.jpg,,2211 Filbert St,San Francisco,Rooster & Rice,14157763647,$$,4.5,https://www.yelp.com/biz/rooster-and-rice-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ristorante-milano-san-francisco,italian,Italian,37.795532,-122.419059,(415) 673-2961,,https://s3-media3.fl.yelpcdn.com/bphoto/1cfnyGgMNEh6-Gk44Gy2pw/o.jpg,,1448 Pacific Ave,San Francisco,Ristorante Milano,14156732961,$$$,4,https://www.yelp.com/biz/ristorante-milano-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
fringale-san-francisco,french,French,37.77857,-122.39714,(415) 543-0573,,https://s3-media2.fl.yelpcdn.com/bphoto/S3AKmffD94w4LgsuPv8DbQ/o.jpg,,570 4th St,San Francisco,Fringale,14155430573,$$$,4,https://www.yelp.com/biz/fringale-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
shabu-club-san-francisco,japanese,Japanese,37.78256914,-122.469567,(415) 742-5265,,https://s3-media3.fl.yelpcdn.com/bphoto/lSz5OOjBHGk2M2c_LEAS-w/o.jpg,,951 Clement St,San Francisco,Shabu Club,14157425265,$$,4,https://www.yelp.com/biz/shabu-club-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
el-farolito-san-francisco-4,mexican,Mexican,37.75285,-122.41113,(415) 641-0758,,https://s3-media1.fl.yelpcdn.com/bphoto/tTidSHSGnMBWoFqMgnAUCw/o.jpg,,2950 24th St,San Francisco,El Farolito,14156410758,$,4,https://www.yelp.com/biz/el-farolito-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bite-san-francisco,delis,Indian,37.78842396,-122.4156661,(415) 563-2483,,https://s3-media3.fl.yelpcdn.com/bphoto/sqHzrKnBj7dLOCJYX34Hzg/o.jpg,,912 Sutter St,San Francisco,Bite,14155632483,$$,4,https://www.yelp.com/biz/bite-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
philz-coffee-golden-gate-san-francisco,coffee,Drinks,37.78135,-122.41684,(415) 621-7000,,https://s3-media2.fl.yelpcdn.com/bphoto/DrclrEDxr4huZQDC8plJtg/o.jpg,,399 Golden Gate Ave,San Francisco,Philz Coffee - Golden Gate,14156217000,$,4.5,https://www.yelp.com/biz/philz-coffee-golden-gate-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
speakeasy-ales-and-lagers-san-francisco,breweries,Bars,37.73809428,-122.3805214,(415) 642-3371,,https://s3-media2.fl.yelpcdn.com/bphoto/DKYJoMWE2CTcGiL_ftqq6Q/o.jpg,,1195 Evans Ave,San Francisco,Speakeasy Ales & Lagers,14156423371,$,4.5,https://www.yelp.com/biz/speakeasy-ales-and-lagers-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mos-grill-san-francisco,burgers,Fast Food,37.79909,-122.40704,(415) 788-3779,,https://s3-media3.fl.yelpcdn.com/bphoto/Egt_WVooUDB-78PKeFci0A/o.jpg,,1322 Grant Ave,San Francisco,Mo's Grill,14157883779,$$,4,https://www.yelp.com/biz/mos-grill-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pacific-cocktail-haven-san-francisco-2,cocktailbars,Bars,37.78906867,-122.4097557,(415) 398-0195,,https://s3-media2.fl.yelpcdn.com/bphoto/udRaAkrek-iyHLjVRF418Q/o.jpg,,580 Sutter St,San Francisco,Pacific Cocktail Haven,14153980195,$$,4.5,https://www.yelp.com/biz/pacific-cocktail-haven-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
commonwealth-san-francisco,newamerican,American,37.76133476,-122.4196344,(415) 355-1500,,https://s3-media3.fl.yelpcdn.com/bphoto/eOkUiPOI5pwlaJzJh7xgkA/o.jpg,,2224 Mission St,San Francisco,Commonwealth,14153551500,$$$,4,https://www.yelp.com/biz/commonwealth-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
causwells-san-francisco-5,newamerican,American,37.80013427,-122.4419839,(415) 447-6081,,https://s3-media3.fl.yelpcdn.com/bphoto/v7e2Fj3D3jlFssxF8prwjw/o.jpg,,2346 Chestnut St,San Francisco,Causwells,14154476081,$$,4,https://www.yelp.com/biz/causwells-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tonga-room-and-hurricane-bar-san-francisco,asianfusion,Asian Fusion,37.79242251,-122.4097159,(415) 772-5278,,https://s3-media1.fl.yelpcdn.com/bphoto/kOfeDQFB0pKFwe9DnQw5-A/o.jpg,,950 Mason St,San Francisco,Tonga Room & Hurricane Bar,14157725278,$$$,3.5,https://www.yelp.com/biz/tonga-room-and-hurricane-bar-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
delarosa-san-francisco-3,pizza,Pizza,37.78561789,-122.4045166,(415) 872-7363,,https://s3-media2.fl.yelpcdn.com/bphoto/UPdC4GWl7gqOLTgQcs14BA/o.jpg,,37 Yerba Buena Ln,San Francisco,Delarosa,14158727363,$$,4,https://www.yelp.com/biz/delarosa-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
kiss-seafood-san-francisco,japanese,Japanese,37.78688536,-122.4282101,(415) 474-2866,,https://s3-media2.fl.yelpcdn.com/bphoto/_mwwgInnSbHpamZfiKFLmQ/o.jpg,,1700 Laguna St,San Francisco,Kiss Seafood,14154742866,$$$$,4,https://www.yelp.com/biz/kiss-seafood-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
escape-from-new-york-pizza-san-francisco-3,pizza,Pizza,37.7694456,-122.4512722,(415) 668-5577,,https://s3-media2.fl.yelpcdn.com/bphoto/ZHziQtdBkRuuV3zncw63Ng/o.jpg,,1737 Haight St,San Francisco,Escape From New York Pizza,14156685577,$,4,https://www.yelp.com/biz/escape-from-new-york-pizza-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
le-colonial-san-francisco,vietnamese,Vietnamese,37.78839,-122.41236,(415) 931-3600,,https://s3-media3.fl.yelpcdn.com/bphoto/c3o3JmIUDsdZAOwz4DcH8A/o.jpg,,20 Cosmo Pl,San Francisco,Le Colonial,14159313600,$$$,3.5,https://www.yelp.com/biz/le-colonial-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
veganburg-san-francisco,vegan,Vegan,37.77017,-122.44646,(415) 548-8000,,https://s3-media1.fl.yelpcdn.com/bphoto/28nB1hRFWtSdOSicisKgqQ/o.jpg,,1466 Haight St,San Francisco,VeganBurg,14155488000,$$,4,https://www.yelp.com/biz/veganburg-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mission-chinese-food-san-francisco-4,chinese,Chinese,37.76119866,-122.4196565,(415) 863-2800,,https://s3-media2.fl.yelpcdn.com/bphoto/TChtlZL8WzHLSHobH0ol0A/o.jpg,,2234 Mission St,San Francisco,Mission Chinese Food,14158632800,$$,3.5,https://www.yelp.com/biz/mission-chinese-food-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
lao-table-san-francisco,laotian,Laotian,37.78751373,-122.3987198,(415) 278-9991,,https://s3-media1.fl.yelpcdn.com/bphoto/KvT6Uq1thbES85MK5RnTJQ/o.jpg,,149 2nd St,San Francisco,Lao Table,14152789991,$$,4,https://www.yelp.com/biz/lao-table-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
rintaro-san-francisco-4,izakaya,Japanese,37.76881,-122.41511,(415) 589-7022,,https://s3-media1.fl.yelpcdn.com/bphoto/bKvtxu0ktDW83wwCJqKfZQ/o.jpg,,82 14th St,San Francisco,Rintaro,14155897022,$$$,4,https://www.yelp.com/biz/rintaro-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
higher-grounds-coffee-house-san-francisco,coffee,Drinks,37.73435593,-122.4337234,(415) 587-2933,,https://s3-media2.fl.yelpcdn.com/bphoto/7ys_8-K0AxyLlFb6RHzT3w/o.jpg,,691 Chenery St,San Francisco,Higher Grounds Coffee House,14155872933,$$,4.5,https://www.yelp.com/biz/higher-grounds-coffee-house-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
coin-op-game-room-san-francisco,bars,Bars,37.779267,-122.398018,(628) 444-3277,,https://s3-media2.fl.yelpcdn.com/bphoto/geJRaxJHsU-h-4LcedWvAg/o.jpg,,508 4th St,San Francisco,Coin-Op Game Room,16284443277,$$,4.5,https://www.yelp.com/biz/coin-op-game-room-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
yerba-buena-gardens-san-francisco,parks,Parks,37.78486438,-122.4025819,(415) 820-3550,,https://s3-media1.fl.yelpcdn.com/bphoto/WY421r1ZX_WTjM4uENk52Q/o.jpg,,745 Mission St,San Francisco,Yerba Buena Gardens,14158203550,,4.5,https://www.yelp.com/biz/yerba-buena-gardens-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tacolicious-san-francisco-7,mexican,Mexican,37.7605905,-122.4213802,(415) 649-6077,,https://s3-media3.fl.yelpcdn.com/bphoto/ap8pJHLFERs3Y3xznecMAg/o.jpg,,741 Valencia St,San Francisco,Tacolicious,14156496077,$$,3.5,https://www.yelp.com/biz/tacolicious-san-francisco-7?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
thai-time-restaurant-san-francisco,thai,Thai,37.7824738,-122.466704,(415) 831-3663,,https://s3-media2.fl.yelpcdn.com/bphoto/wgmj8n_7HfMPdZQuR2XXxA/o.jpg,,315 8th Ave,San Francisco,Thai Time Restaurant,14158313663,$,4,https://www.yelp.com/biz/thai-time-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
el-porteño-empanadas-san-francisco-4,argentine,Argentine,37.795599,-122.39341,(415) 513-4529,,https://s3-media3.fl.yelpcdn.com/bphoto/iZXlhLF4DtmiyEZG0EQmaQ/o.jpg,,1 Ferry Bldg,San Francisco,El Porteño Empanadas,14155134529,$,4,https://www.yelp.com/biz/el-porte%C3%B1o-empanadas-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
martunis-san-francisco,lounges,Bars,37.77216483,-122.4227529,(415) 241-0205,,https://s3-media4.fl.yelpcdn.com/bphoto/YTeMjxjRT9gwqqNCFZJY_g/o.jpg,,4 Valencia St,San Francisco,Martuni's,14152410205,$$,4,https://www.yelp.com/biz/martunis-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
sons-and-daughters-san-francisco,newamerican,American,37.7902634,-122.4090557,(415) 994-7933,,https://s3-media3.fl.yelpcdn.com/bphoto/EwuvEbw9UMkqmlnJSP_oZQ/o.jpg,,708 Bush St,San Francisco,Sons & Daughters,14159947933,$$$$,4,https://www.yelp.com/biz/sons-and-daughters-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
delicious-dim-sum-san-francisco,dimsum,Chinese,37.796051,-122.4076004,(415) 781-0721,,https://s3-media2.fl.yelpcdn.com/bphoto/GLbV3ywlJj8WbiIUaYcE8A/o.jpg,,752 Jackson St,San Francisco,Delicious Dim Sum,14157810721,$,4,https://www.yelp.com/biz/delicious-dim-sum-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
catheads-bbq-san-francisco,bbq,Barbeque,37.77006912,-122.4151382,(415) 861-4242,,https://s3-media3.fl.yelpcdn.com/bphoto/YeW8cFnC_gc4szm9C-8Q1A/o.jpg,,1665 Folsom St,San Francisco,CatHead's BBQ,14158614242,$$,4,https://www.yelp.com/biz/catheads-bbq-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pabu-san-francisco,japanese,Japanese,37.7931261,-122.3985428,(415) 668-7228,,https://s3-media1.fl.yelpcdn.com/bphoto/O14ADiG0PZcm45807RLQfg/o.jpg,,101 California St,San Francisco,Pabu,14156687228,$$$,4,https://www.yelp.com/biz/pabu-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
crustacean-san-francisco,asianfusion,Asian Fusion,37.7903,-122.420918,(415) 776-2722,,https://s3-media2.fl.yelpcdn.com/bphoto/V7db3iMlXbNLCCBgEVyJ4Q/o.jpg,,1475 Polk St,San Francisco,Crustacean,14157762722,$$$,3.5,https://www.yelp.com/biz/crustacean-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
wayo-sushi-san-francisco,sushi,Japanese,37.788708,-122.422174,(415) 474-8369,,https://s3-media2.fl.yelpcdn.com/bphoto/E2IU9IUXTJA-wLAxKn0z1w/o.jpg,,1407 Van Ness Ave,San Francisco,Wayo Sushi,14154748369,$$,4,https://www.yelp.com/biz/wayo-sushi-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
christopher-elbow-artisanal-chocolate-san-francisco-2,desserts,Desserts,37.77673,-122.42318,(415) 355-1105,,https://s3-media1.fl.yelpcdn.com/bphoto/MwaGq5T0cRtlwOO-HCelig/o.jpg,,401 Hayes St,San Francisco,Christopher Elbow Artisanal Chocolate,14153551105,$$$,4.5,https://www.yelp.com/biz/christopher-elbow-artisanal-chocolate-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
novela-san-francisco-2,cocktailbars,Bars,37.787047,-122.401239,(415) 896-6500,,https://s3-media1.fl.yelpcdn.com/bphoto/_NV8WfJ5SM57b_IQ0CFuIw/o.jpg,,662 Mission St,San Francisco,Novela,14158966500,$$,4,https://www.yelp.com/biz/novela-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
locanda-san-francisco,italian,Italian,37.76401,-122.4215,(415) 863-6800,,https://s3-media4.fl.yelpcdn.com/bphoto/9Px_kUjrK8DPVkyuGIodTw/o.jpg,,557 Valencia St,San Francisco,Locanda,14158636800,$$$,4,https://www.yelp.com/biz/locanda-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bacon-dog-cart-san-francisco,hotdog,Fast Food,37.7554733,-122.4147863,,,https://s3-media3.fl.yelpcdn.com/bphoto/yADQHKjG-MTMVF5uZfThSA/o.jpg,,The Mission,San Francisco,Bacon Dog Cart,,$,4.5,https://www.yelp.com/biz/bacon-dog-cart-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tanguito-san-francisco,argentine,Argentine,37.807614,-122.417203,(415) 577-4223,,https://s3-media4.fl.yelpcdn.com/bphoto/21lsWAl9dwUT6TM9Mwq-fw/o.jpg,,2850 Jones St,San Francisco,Tanguito,14155774223,$,4,https://www.yelp.com/biz/tanguito-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
johnny-foleys-san-francisco,irish,Irish,37.78608,-122.40865,(415) 954-0777,,https://s3-media1.fl.yelpcdn.com/bphoto/DEU1OGS_F_gvQMkvMmS_zA/o.jpg,,243 O'Farrell St,San Francisco,Johnny Foley's,14159540777,$$,4,https://www.yelp.com/biz/johnny-foleys-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
lupa-trattoria-san-francisco,italian,Italian,37.75102,-122.43452,(415) 282-5872,,https://s3-media4.fl.yelpcdn.com/bphoto/kFcK4tF0uzPwH8_Y8YO95Q/o.jpg,,4109 24th St,San Francisco,Lupa Trattoria,14152825872,$$,4,https://www.yelp.com/biz/lupa-trattoria-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
super-duper-burgers-san-francisco-5,burgers,Fast Food,37.800234,-122.4397188,(415) 931-6258,,https://s3-media4.fl.yelpcdn.com/bphoto/qk9bMwSFSCCGujyF-3J1FA/o.jpg,,2201 Chestnut St,San Francisco,Super Duper Burgers,14159316258,$$,4,https://www.yelp.com/biz/super-duper-burgers-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ben-thai-cafe-san-francisco,thai,Thai,37.78924,-122.42065,(415) 771-2562,,https://s3-media2.fl.yelpcdn.com/bphoto/BdYusRr5S4MEop5_N_46XQ/o.jpg,,1331 Polk St,San Francisco,Ben Thai Cafe,14157712562,$$,4.5,https://www.yelp.com/biz/ben-thai-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
lucca-delicatessen-san-francisco,delis,Indian,37.80065,-122.43836,(415) 921-7873,,https://s3-media3.fl.yelpcdn.com/bphoto/IMxxnS3k-WE5LniKwY0GTA/o.jpg,,2120 Chestnut St,San Francisco,Lucca Delicatessen,14159217873,$,4,https://www.yelp.com/biz/lucca-delicatessen-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bean-bag-cafe-san-francisco,coffee,Drinks,37.7750101,-122.4378421,(415) 563-3634,,https://s3-media4.fl.yelpcdn.com/bphoto/7DMxoXVQQe44BIg2kgxd_g/o.jpg,,601 Divisadero St,San Francisco,Bean Bag Cafe,14155633634,$,4,https://www.yelp.com/biz/bean-bag-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
caffe-macaroni-san-francisco-4,italian,Italian,37.7961197,-122.4043732,(415) 956-9737,,https://s3-media4.fl.yelpcdn.com/bphoto/KCTmktE5iruzjyL9KHMlcw/o.jpg,,59 Columbus Ave,San Francisco,Caffe Macaroni,14159569737,$$,4.5,https://www.yelp.com/biz/caffe-macaroni-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
olea-san-francisco,newamerican,American,37.79093,-122.4189313,(415) 202-8521,,https://s3-media4.fl.yelpcdn.com/bphoto/2v0SQUJkYpKteoNoV-h4OQ/o.jpg,,1494 California St,San Francisco,Olea,14152028521,$$,4,https://www.yelp.com/biz/olea-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
street-taco-san-francisco,mexican,Mexican,37.76961052,-122.4489016,(415) 525-4435,,https://s3-media2.fl.yelpcdn.com/bphoto/a_Ksy7b9z5eSWZ9sxiH3Iw/o.jpg,,1607 Haight St,San Francisco,Street Taco,14155254435,$,4,https://www.yelp.com/biz/street-taco-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
sears-fine-food-san-francisco,tradamerican,American,37.7888416,-122.4086066,(415) 986-0700,,https://s3-media2.fl.yelpcdn.com/bphoto/HjngtJpmtIhzC1hJH37PDA/o.jpg,,439 Powell St,San Francisco,Sears Fine Food,14159860700,$$,3.5,https://www.yelp.com/biz/sears-fine-food-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
halu-san-francisco,tapas,Spanish,37.78261,-122.46635,(415) 221-9165,,https://s3-media1.fl.yelpcdn.com/bphoto/m2gNpyk9SVpQVScxoDRDQQ/o.jpg,,312 8th Ave,San Francisco,Halu,14152219165,$$,4,https://www.yelp.com/biz/halu-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
memphis-minnies-san-francisco,bbq,Barbeque,37.77218,-122.43169,(415) 864-7675,,https://s3-media3.fl.yelpcdn.com/bphoto/QHav4GlGEb5riKuC8wh0xQ/o.jpg,,576 Haight St,San Francisco,Memphis Minnie's,14158647675,$$,3.5,https://www.yelp.com/biz/memphis-minnies-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
chisme-cantina-san-francisco-5,tacos,Mexican,37.78862,-122.41483,(415) 370-7070,,https://s3-media3.fl.yelpcdn.com/bphoto/VLj4WylvSfoUB9ove5QoNA/o.jpg,,882 Sutter St,San Francisco,Chisme Cantina,14153707070,$$,4.5,https://www.yelp.com/biz/chisme-cantina-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
candicake-san-francisco,cupcakes,Bakeries,37.8017807,-122.4105606,(415) 320-9068,,https://s3-media3.fl.yelpcdn.com/bphoto/gVwygwqHlGLQ58Fa_kubOw/o.jpg,,,San Francisco,Candicake,14153209068,$$,5,https://www.yelp.com/biz/candicake-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
mission-cheese-san-francisco,cheese,Others,37.76113,-122.42184,(415) 553-8667,,https://s3-media3.fl.yelpcdn.com/bphoto/B4velDXFFBOV870GnXhmwQ/o.jpg,,736 Valencia St,San Francisco,Mission Cheese,14155538667,$$,4,https://www.yelp.com/biz/mission-cheese-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
